"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2007,3.14425613869377,3.28,105.95056,0.632685686444478,0.66,21.31932,3.68108035749514,3.84,124.03968,58.120808,60.63,1958.47026,46.5982594213122,48.61,1570.20022,50.3847873932148,52.56,1697.79312,180145.747777,187923,6070288.746,58.120808,60.63,1958.47026,0,0,0,0,0,0,6.0201,6.28,202.85656,47.0967390530563,49.13,1586.99726,50.4518904205649,52.63,3.35515136750859,3.5,113.057,1700.05426,0.565582659094306,0.59,19.05818,3.5468743027948,3.7,119.5174,64.140908,66.91,2161.32682
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2008,1.7212782815183,1.88,62.663972,1.13531120695888,1.24,41.331556,3.37846641425667,3.69,122.994711,152.333128,166.38,5545.761522,118.704111275983,129.65,4321.480835,119.894356896182,130.95,4364.812305,180096.49486,196703.47,6556500.391693,152.333128,166.38,5545.761522,0,0,0,0,0,0,9.760014,10.66,355.318054,119.372479970402,130.38,4345.813122,120.233119111161,131.32,0.86063914075915,0.94,31.331986,4377.145108,1.08037679371893,1.18,39.331642,2.00510608325802,2.19,72.996861,162.093142,177.04,5901.079576
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2009,1.57255868035343,1.66,56.86579,1.42098675935551,1.5,51.38475,2.13148013903326,2.25,77.077125,32.938473,34.77,1191.098505,27.3871514753118,28.91,990.355415,28.0408053846154,29.6,1013.9924,194636.781054,205459.46,7038321.99149,32.938473,34.77,1191.098505,0,0,0,0,0,0,3.514574,3.71,127.091615,28.1923773056133,29.76,1019.47344,28.6755128037942,30.27,0.483135498180873,0.51,17.470815,1036.944255,1.32625430873181,1.4,47.9591,1.99885470816008,2.11,72.281215,36.453047,38.48,1318.19012
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2010,3.32272715436242,3.54,112.23924,1.0418720738255,1.11,35.19366,4.49600651677852,4.79,151.87174,-4.120558,-4.39,-139.18934,-8.13786565771812,-8.67,-274.89102,-4.80575226845638,-5.12,-162.33472,318915.964791,339769.8,10772741.2788,-4.120558,-4.39,-139.18934,0,0,0,0,0,0,8.316205,8.86,280.91516,-7.58407779865772,-8.08,-256.18448,-4.72127615436242,-5.03,2.8628016442953,3.05,96.7033,-159.48118,0.976168429530202,1.04,32.97424,3.95160489261745,4.21,133.48226,4.195647,4.47,141.72582
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2011,3.1246196946029,3.53,107.665,0.646167812198333,0.73,22.265,4.11600044756472,4.65,141.825,12.516182,14.14,431.27,8.87816870732778,10.03,305.915,12.1444142237824,13.72,418.46,307167.99187,347019.19,10584085.295,12.516182,14.14,431.27,0,0,0,0,0,0,7.656646,8.65,263.825,9.25878810355419,10.46,319.03,12.1267109960509,13.7,2.86792289249671,3.24,98.82,417.85,0.628464584466871,0.71,21.655,3.63801329881527,4.11,125.355,20.172828,22.79,695.095
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2012,2.21159433942559,2.44,75.770052,0.779496365535248,0.86,26.705838,3.03641026109661,3.35,104.028555,4.604467,5.08,157.750764,0.598218140992167,0.659999999999999,20.495178,2.88232377023499,3.18,98.749494,345857.011441,381575.92,11849191.516536,4.604467,5.08,157.750764,0,0,0,0,0,0,5.809967,6.41,199.051653,1.48648144125326,1.64,50.927412,3.41709453263708,3.77,1.93061309138381,2.13,66.143529,117.070941,0.706985075718016,0.78,24.221574,2.65572598955614,2.93,90.986169,10.414434,11.49,356.802417
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2013,4.20878394141914,4.67,143.367132,1.26173394389439,1.4,42.97944,5.73187705940594,6.36,195.249456,24.982332,27.72,850.992912,20.4400898910891,22.68,696.266928,25.2527036485149,28.02,860.202792,338725.114191,375844.0213,11538261.116301,24.982332,27.72,850.992912,0,0,0,0,0,0,7.786701,8.64,265.244544,21.6297247524752,24,736.7904,25.5681371344885,28.37,3.9384123820132,4.37,134.157252,870.947652,1.16259770544554,1.29,39.602484,4.97483669306931,5.52,169.461792,32.769033,36.36,1116.237456
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2014,0.700144104393215,0.78,25.3344,0.789906169059011,0.88,28.5824,0.789906169059011,0.88,28.5824,54.297073,60.49,1964.7152,50.185970354647,55.91,1815.9568,50.185970354647,55.91,1815.9568,337365.352527,375844.02,12207413.7696,54.297073,60.49,1964.7152,0,0,0,0,0,0,7.611823,8.48,275.4304,50.9040668719733,56.71,1841.9408,50.9040668719733,56.71,0,0,0,1841.9408,0.771953756125852,0.86,27.9328,0.771953756125852,0.86,27.9328,61.908896,68.97,2240.1456
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2015,1.82202750913169,1.83,62.67201,1.27442361294457,1.28,43.83616,2.16054628132009,2.17,74.31599,54.063439,54.3,1859.6121,49.4635664774111,49.68,1701.39096,50.9769445177828,51.2,1753.4464,366196.662559,367799,12596012.353,54.063439,54.3,1859.6121,0,0,0,0,0,0,8.084625,8.12,278.08564,49.3739585671259,49.59,1698.30873,50.5289049663569,50.75,1.15494639923102,1.16,39.72652,1738.03525,1.23459787504005,1.24,42.46628,1.98133046074976,1.99,68.15153,62.148064,62.42,2137.69774
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2016,5.65,5.65,199.14668,1.81,1.81,63.797432,6.96,6.96,245.320512,53.73,53.73,1893.832056,47.85,47.85,1686.57852,54.92,54.92,1935.776224,367798.78,367798.78,12963877.158416,53.73,53.73,1893.832056,0,0,0,0,0,0,113.95,113.95,4016.41844,48.73,48.73,1717.596056,54.24,54.24,5.51,5.51,194.212072,1911.808128,1.71,1.71,60.272712,6.54,6.54,230.516688,167.68,167.68,5910.250496
"Timor Leste","Donor","Non-DAC","Non-EU","2018-04-10",2014,0.628334332344214,0.7,NA,2.87238551928783,3.2,NA,2.87238551928783,3.2,NA,2.962148,3.3,NA,0.718096379821958,0.8,NA,0.718096379821958,0.8,NA,0,0,NA,2.962148,3.3,NA,0,0,NA,0,0,NA,0.062833,0.07,NA,0.628334332344214,0.7,NA,0.628334332344214,0.7,0,0,NA,NA,2.87238551928783,3.2,NA,2.87238551928783,3.2,NA,3.024981,3.37,NA
"Timor Leste","Donor","Non-DAC","Non-EU","2018-04-10",2015,0,0,NA,0.55756036,0.56,NA,0.55756036,0.56,NA,3.982574,4,NA,0.43808314,0.44,NA,0.43808314,0.44,NA,0,0,NA,3.982574,4,NA,0,0,NA,0,0,NA,0,0,NA,1.93154839,1.94,NA,1.93154839,1.94,0,0,NA,NA,0.49782175,0.5,NA,0.49782175,0.5,NA,3.982574,4,NA
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2007,33.4476960941677,39.79,51.723021,26.0503669755782,30.99,40.283901,39.6933955658858,47.22,61.381278,458.163666,545.04,708.497496,176.64485692959,210.14,273.160986,192.759265929972,229.31,298.080069,553779.187843,658786,856355.9214,458.163666,545.04,708.497496,0,0,0,33.464508,39.81,51.749019,48.158294,57.29,74.471271,84.7582607985656,100.83,131.068917,97.5018414164993,115.99,12.7435806179337,15.16,19.706484,150.775401,23.6042047329537,28.08,36.501192,35.557616104129,42.3,54.98577,506.32196,602.33,782.968767
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2008,37.2918902839202,49.33,64.553238,39.1062129411554,51.73,67.693878,48.0719907389923,63.59,83.213874,556.19573,735.74,962.789364,270.575985615665,357.92,468.374112,278.309535942129,368.15,481.76109,560770.847034,741792,970709.0112,556.19573,735.74,962.789364,0,0,0,82.589479,109.25,142.96455,33.731282,44.62,58.389732,147.065970724384,194.54,254.575044,152.985198393613,202.37,5.91922766922959,7.83,10.246338,264.821382,34.2680191885284,45.33,59.318838,40.1116500803732,53.06,69.434316,589.927012,780.36,1021.179096
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2009,36.0821151286819,42.65,65.932635,39.7283968685323,46.96,72.595464,48.6537500832473,57.51,88.904709,562.855616,665.31,1028.502729,236.153847995786,279.14,431.522526,245.92520625455,290.69,449.377671,522502.021,617611,954764.8449,562.855616,665.31,1028.502729,0,0,0,54.203543,64.07,99.045813,35.413771,41.86,64.711374,115.631969420592,136.68,211.293612,122.890692698531,145.26,7.25872327793883,8.58,13.263822,224.557434,36.9958005762547,43.73,67.602207,45.5150713698262,53.8,83.16942,598.269387,707.17,1093.214103
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2010,29.680492280478,38.58,57.83142,29.2958306386885,38.08,57.08192,35.2196199222468,45.78,68.62422,707.877433,920.13,1379.27487,290.057957607792,377.03,565.16797,297.020333324182,386.08,578.73392,567164.726817,737225.48,1105100.99452,707.877433,920.13,1379.27487,0,0,0,51.236931,66.6,99.8334,36.381298,47.29,70.88771,122.353175020405,159.04,238.40096,127.684585375607,165.97,5.3314103552025,6.93,10.38807,248.78903,26.4954938864609,34.44,51.62556,31.7422786804697,41.26,61.84874,744.258731,967.42,1450.16258
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2011,159.917500201672,202.49,338.502533,213.060117558432,269.78,450.991226,226.541236272653,286.85,479.527145,968.405541,1226.21,2049.855257,605.047139387153,766.12,1280.722804,619.475964162128,784.39,1311.264763,609926.246434,772298,1291050.5666,968.405541,1226.21,2049.855257,0,0,0,168.612703,213.5,356.90795,36.960536,46.8,78.23556,221.249877433445,280.15,468.326755,233.301539506029,295.41,12.0516620725839,15.26,25.510142,493.836897,166.875242197705,211.3,353.23021,179.653478916866,227.48,380.278316,1005.366077,1273.01,2128.090817
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2012,565.563155550847,718.11,1286.565876,590.261405899783,749.47,1342.750452,625.05632619366,793.65,1421.90334,1907.892585,2422.5,4340.151,1538.68682044707,1953.71,3500.266836,1578.90023443995,2004.77,3591.745932,619262.16072,786293,1408722.5388,1907.892585,2422.5,4340.151,0,0,0,87.262951,110.8,198.50928,87.262951,110.8,198.50928,269.105394187755,341.69,612.171804,297.465853214069,377.7,28.3604590263135,36.01,64.515516,676.68732,141.369130664351,179.5,321.5922,174.644037464177,221.75,397.2873,1995.155536,2533.3,4538.66028
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2013,618.188106059335,781.44,1488.565056,619.208610073484,782.73,1491.022377,678.880406807789,858.16,1634.708984,2497.204966,3156.67,6013.140683,2073.49802819019,2621.07,4992.876243,2142.40973723865,2708.18,5158.812082,648692.47409,820000,1562018,2497.204966,3156.67,6013.140683,0,0,0,69.062016,87.3,166.29777,119.454346,151,287.6399,227.611949574365,287.72,548.077828,282.268245960063,356.81,54.6562963856975,69.09,131.609541,679.687369,151.042504977873,190.93,363.702557,208.420145401301,263.46,501.864954,2616.659312,3307.67,6300.780583
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2014,148.260536890863,175.47,384.10383,323.854682765708,383.29,839.02181,354.018820037058,418.99,917.16911,2959.253954,3502.35,7666.64415,2243.61190997829,2655.37,5812.60493,2272.11152762991,2689.1,5886.4399,676037.461493,800107,1751434.223,2959.253954,3502.35,7666.64415,0,0,0,97.708147,115.64,253.13596,74.970978,88.73,194.22997,179.007678496029,211.86,463.76154,202.674274713691,239.87,23.6665962176615,28.01,61.31389,525.07543,129.815631663032,153.64,336.31796,156.828165796507,185.61,406.30029,3034.224932,3591.08,7860.87412
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2015,203.832187132881,209.56,570.63188,178.426113798701,183.44,499.50712,212.839087556867,218.82,595.84686,3740.781678,3845.9,10472.3857,2896.35072014252,2977.74,8108.38602,2928.00131839268,3010.28,8196.99244,761596.654211,782998,2132103.554,3740.781678,3845.9,10472.3857,0,0,0,0,0,0,71.238163,73.24,199.43252,443.769789356298,456.24,1242.34152,470.897484045819,484.13,27.1276946895212,27.89,75.94447,1318.28599,384.952589719318,395.77,1077.68171,417.780115562679,429.52,1169.58296,3812.019841,3919.14,10671.81822
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2016,-274.58,-274.58,-829.91805,-306.18,-306.18,-925.42905,-288.92,-288.92,-873.2607,6237.53,6237.53,18852.934425,5666.29,5666.29,17126.361525,5688.31,5688.31,17192.916975,858758,858758,2595596.055,6237.53,6237.53,18852.934425,0,0,0,42.6,42.6,128.7585,250.15,250.15,756.078375,153.29,153.29,463.319025,169.8,169.8,16.51,16.51,49.901475,513.2205,118.42,118.42,357.92445,133.92,133.92,404.7732,6487.68,6487.68,19609.0128
"Turkey","Donor","Non-DAC","Non-EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,8893.714317,7950.45,29008.01187,NA,NA,NA,NA,NA,NA,960643.525719,858758,3133264.4388,8893.714317,7950.45,29008.01187,0,0,0,15.85117,14.17,51.700662,215.271637,192.44,702.136584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9108.985954,8142.89,29710.148454
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2007,118.964082623939,124.1,455.75725,351.648625535371,366.83,1347.183175,351.648625535371,366.83,1347.183175,2316.185634,2416.18,8873.42105,1233.27696677961,1286.52,4724.7447,1233.27696677961,1286.52,4724.7447,0,0,0,2316.185634,2416.18,8873.42105,0,0,0,0,0,0,9.020564,9.41,34.558225,1040.68169006748,1085.61,3986.902725,1040.68169006748,1085.61,0,0,0,3986.902725,83.4857530678392,87.09,319.838025,83.4857530678392,87.09,319.838025,2325.206198,2425.59,8907.979275
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2008,396.379258057531,432.93,1589.935425,716.720132584981,782.81,2874.869725,716.720132584981,782.81,2874.869725,1152.148603,1258.39,4621.437275,624.054933342603,681.6,2503.176,624.054933342603,681.6,2503.176,0,0,0,1152.148603,1258.39,4621.437275,0,0,0,0,0,0,6.738621,7.36,27.0296,127.337969673253,139.08,510.7713,127.337969673253,139.08,0,0,0,510.7713,79.9387268634723,87.31,320.645975,79.9387268634723,87.31,320.645975,1158.887224,1265.75,4648.466875
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2009,76.2880422882752,80.53,295.746425,80.9015126216156,85.4,313.6315,80.9015126216156,85.4,313.6315,896.765795,946.63,3476.498675,694.000458213927,732.59,2690.436775,694.000458213927,732.59,2690.436775,242635.004328,256126.6,940624.9385,896.765795,946.63,3476.498675,0,0,0,0,0,0,0,0,0,190.165920885985,200.74,737.21765,190.165920885985,200.74,0,0,0,737.21765,26.0324773634894,27.48,100.9203,26.0324773634894,27.48,100.9203,896.765795,946.63,3476.498675
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2010,85.1800947368421,90.75,333.279375,87.2919979121357,93,341.5425,92.4074967145136,98.45,361.557625,357.981668,381.39,1400.654775,315.978259969262,336.64,1236.3104,322.614329057851,343.71,1262.274975,268362.540563,285910.7,1050007.04575,357.981668,381.39,1400.654775,0,0,0,0,0,0,30.439564,32.43,119.099175,141.488126508337,150.74,553.59265,146.415900584022,155.99,4.92777407568508,5.25,19.280625,572.873275,74.8364622960708,79.73,292.808425,79.4826492817167,84.68,310.9873,388.421232,413.82,1519.75395
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2011,96.898618317693,109.47,402.028575,111.158568451045,125.58,461.19255,121.523808430036,137.29,504.197525,588.13664,664.44,2440.1559,282.331079735191,318.96,1171.3806,293.032681045695,331.05,1215.781125,307608.403924,347516.74,1276255.22765,588.13664,664.44,2440.1559,0,0,0,0,0,0,47.232212,53.36,195.9646,120.16065987601,135.75,498.541875,128.596248005795,145.28,8.43558812978545,9.53,34.998925,533.5408,34.7779913556422,39.29,144.292525,43.3197988532739,48.94,179.73215,635.368852,717.8,2636.1205
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2012,141.605478967174,156.23,573.754675,159.497638954449,175.97,646.249825,163.667037938313,180.57,663.143325,630.25904,695.35,2553.672875,472.066604081697,520.82,1912.71145,476.707326428954,525.94,1931.51465,337685.968337,372561,1368230.2725,630.25904,695.35,2553.672875,0,0,0,0,0,0,57.827751,63.8,234.3055,258.529928732042,285.23,1047.507175,261.928895294975,288.98,3.39896656293223,3.75,13.771875,1061.27905,148.140558678838,163.44,600.2334,151.829570388474,167.51,615.180475,688.086791,759.15,2787.978375
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2013,4206.02615625064,4666.94,17139.33715,4290.99492508232,4761.22,17485.58045,4298.41211820371,4769.45,17515.805125,4849.798865,5381.26,19762.67735,4492.48482376388,4984.79,18306.641275,4501.85770450051,4995.19,18344.835275,362862.065371,402626,1478643.985,4849.798865,5381.26,19762.67735,0,0,0,0,0,0,18.601563,20.64,75.8004,149.587571602481,165.98,609.56155,155.806117475821,172.88,6.21854587334086,6.9,25.34025,634.9018,53.3352963455525,59.18,217.33855,60.4280435952905,67.05,246.241125,4868.400428,5401.9,19838.47775
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2014,2942.89417325478,3278.55,12040.474875,3399.23553414328,3786.94,13907.53715,3407.58340616331,3796.24,13941.6914,4443.141418,4949.91,18178.544475,3289.27700484719,3664.44,13457.6559,3299.06106990292,3675.34,13497.68615,361962.456173,403246.58,1480923.06505,4443.141418,4949.91,18178.544475,0,0,0,0,0,0,117.10359,130.46,479.11435,180.610250446263,201.21,738.943725,188.159240090182,209.62,7.54898964391964,8.41,30.885725,769.82945,57.5644121123146,64.13,235.517425,65.1223779627074,72.55,266.439875,4560.245008,5080.37,18657.658825
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2015,2732.1451707733,2744.1,10077.70725,2822.33055380185,2834.68,10410.3623,2828.16502437534,2840.54,10431.88315,4333.866646,4352.83,15985.768175,3907.75116559512,3924.85,14414.011625,3914.47175883251,3931.6,14438.801,368954.594895,370569,1360914.6525,4333.866646,4352.83,15985.768175,0,0,0,0,0,0,28.415664,28.54,104.81315,1194.11500641932,1199.34,4404.57615,1198.69496625517,1203.94,4.57995983585043,4.6,16.8935,4421.46965,242.459091136152,243.52,894.3272,247.487090521161,248.57,912.873325,4362.28231,4381.37,16090.581325
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2016,2292.9,2292.9,8420.67525,2453.33,2453.33,9009.854425,2464.67,2464.67,9051.500575,4171.32,4171.32,15319.1727,3543.35,3543.35,13012.952875,3558.01,3558.01,13066.791725,350972,350972,1288944.67,4171.32,4171.32,15319.1727,0,0,0,4.68,4.68,17.1873,69.8,69.8,256.3405,1237.1,1237.1,4543.24975,1247.04,1247.04,9.94,9.94,36.50465,4579.7544,186.37,186.37,684.443825,196.99,196.99,723.445775,4241.12,4241.12,15575.5132
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4364.126358,4437.89,16298.151025,NA,NA,NA,NA,NA,NA,345138.377949,350972,1288944.67,4364.126358,4437.89,16298.151025,0,0,0,0,0,0,154.675631,157.29,577.647525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4518.801989,4595.18,16875.79855
"United Kingdom","Donor","DAC","EU","2018-04-10",2007,2862.21299976544,3637.9,1817.85863,1891.96850453997,2404.71,1201.633587,3478.20366028562,4420.83,2209.088751,4351.918588,5531.33,2764.005601,2307.9370613931,2933.41,1465.824977,4042.73915981054,5138.36,2567.638492,2180801.972429,2771820.09,1385078.498973,4407.150275,5601.53,2799.084541,55.231687,70.2,35.07894,0,0,0,3341.446228,4247.01,2122.230897,1815.98953057495,2308.14,1153.377558,3186.0343325243,4049.48,1370.04480194935,1741.34,870.147598,2023.525156,1811.70160049201,2302.69,1150.654193,3218.96878266592,4091.34,2044.442598,7693.364816,9778.34,4886.236498
"United Kingdom","Donor","DAC","EU","2018-04-10",2008,2948.47931840134,3483.81,1925.501787,2181.28276711478,2577.32,1424.484764,3887.44854456475,4593.26,2538.694802,5733.192315,6774.12,3744.056124,2678.37914368613,3164.67,1749.113109,4435.79066149772,5241.16,2896.789132,2261496.086848,2672096.98,1476868.000846,6198.085547,7323.42,4047.654234,464.893232,549.3,303.59811,0,0,0,3534.686579,4176.45,2308.323915,2159.96352351925,2552.13,1410.562251,3614.7416501086,4271.04,1454.77812658935,1718.91,950.041557,2360.603808,1980.39607954693,2339.96,1293.295892,3535.98147507884,4177.98,2309.169546,9267.878894,10950.57,6052.380039
"United Kingdom","Donor","DAC","EU","2018-04-10",2009,3285.25179802279,3402.17,2178.069234,2680.73580290314,2776.14,1777.284828,4352.79906132418,4507.71,2885.835942,7096.387996,7348.94,4704.791388,3147.62960799283,3259.65,2086.82793,4838.1654491761,5010.35,3207.62607,2146561.751667,2222955.33,1423136.002266,7137.514358,7391.53,4732.057506,41.126362,42.59,27.266118,11.095137,11.49,7.355898,3757.360028,3891.08,2491.069416,2453.74416516569,2541.07,1626.793014,3768.02062980412,3902.12,1314.27646463843,1361.05,871.34421,2498.137224,2399.86177529991,2485.27,1591.069854,3884.06089486095,4022.29,2575.070058,10853.748024,11240.02,7195.860804
"United Kingdom","Donor","DAC","EU","2018-04-10",2010,4114.34016963127,4278.87,2770.568325,2813.69224766743,2926.21,1894.720975,5178.21643847876,5385.29,3486.975275,7550.971483,7852.93,5084.772175,3274.10080413744,3405.03,2204.756925,5786.32842913982,6017.72,3896.4737,2191935.107875,2279589.19,1476034.000525,7708.473094,8016.73,5190.832675,157.501611,163.8,106.0605,17.375178,18.07,11.700325,4842.578389,5036.23,3260.958925,2423.14017511109,2520.04,1631.7259,4414.20862212018,4590.73,1991.06844700909,2070.69,1340.771775,2972.497675,2627.79611504484,2732.88,1769.5398,4824.33781804173,5017.26,3248.67585,12393.549872,12889.16,8345.7311
"United Kingdom","Donor","DAC","EU","2018-04-10",2011,4006.37406372106,4411.87,2752.124506,2962.85177236061,3262.73,2035.290974,5118.48437626818,5636.54,3516.073652,7529.825982,8291.94,5172.512172,3756.93088167727,4137.18,2580.772884,5863.1270778872,6456.55,4027.59589,2233127.868939,2459148.77,1534017.002726,7694.735086,8473.54,5285.794252,164.909104,181.6,113.28208,28.42321,31.3,19.52494,4866.280601,5358.81,3342.825678,2896.56121832079,3189.73,1989.753574,4572.37734354949,5035.16,1675.8161252287,1845.43,1151.179234,3140.932808,2769.23795007528,3049.52,1902.290576,4702.45212383255,5178.4,3230.28592,12396.106583,13650.75,8515.33785
